0,1,2,3,4,5,6,7,8
"{'tileId': 43345193, 'score': 199, 'time': '2020-03-26T17:00'}","{'tileId': 43354504, 'score': 128, 'time': '2020-03-26T17:00'}","{'tileId': 43354505, 'score': 186, 'time': '2020-03-26T17:00'}","{'tileId': 43363816, 'score': 110, 'time': '2020-03-26T17:00'}","{'tileId': 43363817, 'score': 90, 'time': '2020-03-26T17:00'}","{'tileId': 43363818, 'score': 140, 'time': '2020-03-26T17:00'}","{'tileId': 43373130, 'score': 56, 'time': '2020-03-26T17:00'}","{'tileId': 43373131, 'score': 68, 'time': '2020-03-26T17:00'}","{'tileId': 43382445, 'score': 46, 'time': '2020-03-26T17:00'}"
"{'tileId': 43345193, 'score': 199, 'time': '2020-03-26T18:00'}","{'tileId': 43354504, 'score': 126, 'time': '2020-03-26T18:00'}","{'tileId': 43354505, 'score': 185, 'time': '2020-03-26T18:00'}","{'tileId': 43363816, 'score': 107, 'time': '2020-03-26T18:00'}","{'tileId': 43363817, 'score': 90, 'time': '2020-03-26T18:00'}","{'tileId': 43363818, 'score': 135, 'time': '2020-03-26T18:00'}","{'tileId': 43373130, 'score': 54, 'time': '2020-03-26T18:00'}","{'tileId': 43373131, 'score': 65, 'time': '2020-03-26T18:00'}","{'tileId': 43382445, 'score': 46, 'time': '2020-03-26T18:00'}"
"{'tileId': 43345193, 'score': 202, 'time': '2020-03-26T19:00'}","{'tileId': 43354504, 'score': 124, 'time': '2020-03-26T19:00'}","{'tileId': 43354505, 'score': 184, 'time': '2020-03-26T19:00'}","{'tileId': 43363816, 'score': 102, 'time': '2020-03-26T19:00'}","{'tileId': 43363817, 'score': 86, 'time': '2020-03-26T19:00'}","{'tileId': 43363818, 'score': 129, 'time': '2020-03-26T19:00'}","{'tileId': 43373130, 'score': 51, 'time': '2020-03-26T19:00'}","{'tileId': 43373131, 'score': 62, 'time': '2020-03-26T19:00'}","{'tileId': 43382445, 'score': 44, 'time': '2020-03-26T19:00'}"
"{'tileId': 43345193, 'score': 207, 'time': '2020-03-26T20:00'}","{'tileId': 43354504, 'score': 126, 'time': '2020-03-26T20:00'}","{'tileId': 43354505, 'score': 187, 'time': '2020-03-26T20:00'}","{'tileId': 43363816, 'score': 95, 'time': '2020-03-26T20:00'}","{'tileId': 43363817, 'score': 87, 'time': '2020-03-26T20:00'}","{'tileId': 43363818, 'score': 129, 'time': '2020-03-26T20:00'}","{'tileId': 43373130, 'score': 51, 'time': '2020-03-26T20:00'}","{'tileId': 43373131, 'score': 65, 'time': '2020-03-26T20:00'}","{'tileId': 43382445, 'score': 47, 'time': '2020-03-26T20:00'}"
"{'tileId': 43345193, 'score': 205, 'time': '2020-03-26T21:00'}","{'tileId': 43354504, 'score': 125, 'time': '2020-03-26T21:00'}","{'tileId': 43354505, 'score': 186, 'time': '2020-03-26T21:00'}","{'tileId': 43363816, 'score': 92, 'time': '2020-03-26T21:00'}","{'tileId': 43363817, 'score': 85, 'time': '2020-03-26T21:00'}","{'tileId': 43363818, 'score': 129, 'time': '2020-03-26T21:00'}","{'tileId': 43373130, 'score': 50, 'time': '2020-03-26T21:00'}","{'tileId': 43373131, 'score': 65, 'time': '2020-03-26T21:00'}","{'tileId': 43382445, 'score': 46, 'time': '2020-03-26T21:00'}"
"{'tileId': 43345193, 'score': 196, 'time': '2020-03-26T22:00'}","{'tileId': 43354504, 'score': 120, 'time': '2020-03-26T22:00'}","{'tileId': 43354505, 'score': 180, 'time': '2020-03-26T22:00'}","{'tileId': 43363816, 'score': 87, 'time': '2020-03-26T22:00'}","{'tileId': 43363817, 'score': 80, 'time': '2020-03-26T22:00'}","{'tileId': 43363818, 'score': 123, 'time': '2020-03-26T22:00'}","{'tileId': 43373130, 'score': 47, 'time': '2020-03-26T22:00'}","{'tileId': 43373131, 'score': 60, 'time': '2020-03-26T22:00'}","{'tileId': 43382445, 'score': 43, 'time': '2020-03-26T22:00'}"
"{'tileId': 43345193, 'score': 130, 'time': '2020-03-27T00:00'}","{'tileId': 43354504, 'score': 80, 'time': '2020-03-27T00:00'}","{'tileId': 43354505, 'score': 133, 'time': '2020-03-27T00:00'}","{'tileId': 43363816, 'score': 61, 'time': '2020-03-27T00:00'}","{'tileId': 43363817, 'score': 53, 'time': '2020-03-27T00:00'}","{'tileId': 43363818, 'score': 93, 'time': '2020-03-27T00:00'}","{'tileId': 43373130, 'score': 29, 'time': '2020-03-27T00:00'}","{'tileId': 43373131, 'score': 39, 'time': '2020-03-27T00:00'}","{'tileId': 43382445, 'score': 27, 'time': '2020-03-27T00:00'}"
"{'tileId': 43345193, 'score': 172, 'time': '2020-03-27T01:00'}","{'tileId': 43354504, 'score': 107, 'time': '2020-03-27T01:00'}","{'tileId': 43354505, 'score': 173, 'time': '2020-03-27T01:00'}","{'tileId': 43363816, 'score': 79, 'time': '2020-03-27T01:00'}","{'tileId': 43363817, 'score': 71, 'time': '2020-03-27T01:00'}","{'tileId': 43363818, 'score': 119, 'time': '2020-03-27T01:00'}","{'tileId': 43373130, 'score': 40, 'time': '2020-03-27T01:00'}","{'tileId': 43373131, 'score': 51, 'time': '2020-03-27T01:00'}","{'tileId': 43382445, 'score': 35, 'time': '2020-03-27T01:00'}"
"{'tileId': 43345193, 'score': 176, 'time': '2020-03-27T02:00'}","{'tileId': 43354504, 'score': 110, 'time': '2020-03-27T02:00'}","{'tileId': 43354505, 'score': 176, 'time': '2020-03-27T02:00'}","{'tileId': 43363816, 'score': 81, 'time': '2020-03-27T02:00'}","{'tileId': 43363817, 'score': 72, 'time': '2020-03-27T02:00'}","{'tileId': 43363818, 'score': 121, 'time': '2020-03-27T02:00'}","{'tileId': 43373130, 'score': 41, 'time': '2020-03-27T02:00'}","{'tileId': 43373131, 'score': 52, 'time': '2020-03-27T02:00'}","{'tileId': 43382445, 'score': 35, 'time': '2020-03-27T02:00'}"
"{'tileId': 43345193, 'score': 175, 'time': '2020-03-27T03:00'}","{'tileId': 43354504, 'score': 110, 'time': '2020-03-27T03:00'}","{'tileId': 43354505, 'score': 175, 'time': '2020-03-27T03:00'}","{'tileId': 43363816, 'score': 81, 'time': '2020-03-27T03:00'}","{'tileId': 43363817, 'score': 72, 'time': '2020-03-27T03:00'}","{'tileId': 43363818, 'score': 121, 'time': '2020-03-27T03:00'}","{'tileId': 43373130, 'score': 41, 'time': '2020-03-27T03:00'}","{'tileId': 43373131, 'score': 52, 'time': '2020-03-27T03:00'}","{'tileId': 43382445, 'score': 35, 'time': '2020-03-27T03:00'}"
"{'tileId': 43345193, 'score': 175, 'time': '2020-03-27T04:00'}","{'tileId': 43354504, 'score': 110, 'time': '2020-03-27T04:00'}","{'tileId': 43354505, 'score': 175, 'time': '2020-03-27T04:00'}","{'tileId': 43363816, 'score': 81, 'time': '2020-03-27T04:00'}","{'tileId': 43363817, 'score': 71, 'time': '2020-03-27T04:00'}","{'tileId': 43363818, 'score': 121, 'time': '2020-03-27T04:00'}","{'tileId': 43373130, 'score': 40, 'time': '2020-03-27T04:00'}","{'tileId': 43373131, 'score': 51, 'time': '2020-03-27T04:00'}","{'tileId': 43382445, 'score': 35, 'time': '2020-03-27T04:00'}"
"{'tileId': 43345193, 'score': 174, 'time': '2020-03-27T05:00'}","{'tileId': 43354504, 'score': 110, 'time': '2020-03-27T05:00'}","{'tileId': 43354505, 'score': 175, 'time': '2020-03-27T05:00'}","{'tileId': 43363816, 'score': 82, 'time': '2020-03-27T05:00'}","{'tileId': 43363817, 'score': 72, 'time': '2020-03-27T05:00'}","{'tileId': 43363818, 'score': 122, 'time': '2020-03-27T05:00'}","{'tileId': 43373130, 'score': 41, 'time': '2020-03-27T05:00'}","{'tileId': 43373131, 'score': 53, 'time': '2020-03-27T05:00'}","{'tileId': 43382445, 'score': 36, 'time': '2020-03-27T05:00'}"
"{'tileId': 43345193, 'score': 176, 'time': '2020-03-27T06:00'}","{'tileId': 43354504, 'score': 112, 'time': '2020-03-27T06:00'}","{'tileId': 43354505, 'score': 176, 'time': '2020-03-27T06:00'}","{'tileId': 43363816, 'score': 88, 'time': '2020-03-27T06:00'}","{'tileId': 43363817, 'score': 75, 'time': '2020-03-27T06:00'}","{'tileId': 43363818, 'score': 125, 'time': '2020-03-27T06:00'}","{'tileId': 43373130, 'score': 45, 'time': '2020-03-27T06:00'}","{'tileId': 43373131, 'score': 59, 'time': '2020-03-27T06:00'}","{'tileId': 43382445, 'score': 41, 'time': '2020-03-27T06:00'}"
"{'tileId': 43345193, 'score': 186, 'time': '2020-03-27T07:00'}","{'tileId': 43354504, 'score': 122, 'time': '2020-03-27T07:00'}","{'tileId': 43354505, 'score': 183, 'time': '2020-03-27T07:00'}","{'tileId': 43363816, 'score': 102, 'time': '2020-03-27T07:00'}","{'tileId': 43363817, 'score': 84, 'time': '2020-03-27T07:00'}","{'tileId': 43363818, 'score': 131, 'time': '2020-03-27T07:00'}","{'tileId': 43373130, 'score': 54, 'time': '2020-03-27T07:00'}","{'tileId': 43373131, 'score': 65, 'time': '2020-03-27T07:00'}","{'tileId': 43382445, 'score': 47, 'time': '2020-03-27T07:00'}"
"{'tileId': 43345193, 'score': 195, 'time': '2020-03-27T08:00'}","{'tileId': 43354504, 'score': 125, 'time': '2020-03-27T08:00'}","{'tileId': 43354505, 'score': 191, 'time': '2020-03-27T08:00'}","{'tileId': 43363816, 'score': 111, 'time': '2020-03-27T08:00'}","{'tileId': 43363817, 'score': 89, 'time': '2020-03-27T08:00'}","{'tileId': 43363818, 'score': 137, 'time': '2020-03-27T08:00'}","{'tileId': 43373130, 'score': 59, 'time': '2020-03-27T08:00'}","{'tileId': 43373131, 'score': 70, 'time': '2020-03-27T08:00'}","{'tileId': 43382445, 'score': 50, 'time': '2020-03-27T08:00'}"
"{'tileId': 43345193, 'score': 198, 'time': '2020-03-27T09:00'}","{'tileId': 43354504, 'score': 127, 'time': '2020-03-27T09:00'}","{'tileId': 43354505, 'score': 193, 'time': '2020-03-27T09:00'}","{'tileId': 43363816, 'score': 116, 'time': '2020-03-27T09:00'}","{'tileId': 43363817, 'score': 92, 'time': '2020-03-27T09:00'}","{'tileId': 43363818, 'score': 139, 'time': '2020-03-27T09:00'}","{'tileId': 43373130, 'score': 63, 'time': '2020-03-27T09:00'}","{'tileId': 43373131, 'score': 71, 'time': '2020-03-27T09:00'}","{'tileId': 43382445, 'score': 53, 'time': '2020-03-27T09:00'}"
"{'tileId': 43345193, 'score': 198, 'time': '2020-03-27T10:00'}","{'tileId': 43354504, 'score': 129, 'time': '2020-03-27T10:00'}","{'tileId': 43354505, 'score': 194, 'time': '2020-03-27T10:00'}","{'tileId': 43363816, 'score': 122, 'time': '2020-03-27T10:00'}","{'tileId': 43363817, 'score': 95, 'time': '2020-03-27T10:00'}","{'tileId': 43363818, 'score': 141, 'time': '2020-03-27T10:00'}","{'tileId': 43373130, 'score': 67, 'time': '2020-03-27T10:00'}","{'tileId': 43373131, 'score': 73, 'time': '2020-03-27T10:00'}","{'tileId': 43382445, 'score': 55, 'time': '2020-03-27T10:00'}"
"{'tileId': 43345193, 'score': 202, 'time': '2020-03-27T11:00'}","{'tileId': 43354504, 'score': 131, 'time': '2020-03-27T11:00'}","{'tileId': 43354505, 'score': 199, 'time': '2020-03-27T11:00'}","{'tileId': 43363816, 'score': 123, 'time': '2020-03-27T11:00'}","{'tileId': 43363817, 'score': 98, 'time': '2020-03-27T11:00'}","{'tileId': 43363818, 'score': 149, 'time': '2020-03-27T11:00'}","{'tileId': 43373130, 'score': 69, 'time': '2020-03-27T11:00'}","{'tileId': 43373131, 'score': 74, 'time': '2020-03-27T11:00'}","{'tileId': 43382445, 'score': 54, 'time': '2020-03-27T11:00'}"
"{'tileId': 43345193, 'score': 204, 'time': '2020-03-27T12:00'}","{'tileId': 43354504, 'score': 132, 'time': '2020-03-27T12:00'}","{'tileId': 43354505, 'score': 195, 'time': '2020-03-27T12:00'}","{'tileId': 43363816, 'score': 121, 'time': '2020-03-27T12:00'}","{'tileId': 43363817, 'score': 96, 'time': '2020-03-27T12:00'}","{'tileId': 43363818, 'score': 144, 'time': '2020-03-27T12:00'}","{'tileId': 43373130, 'score': 66, 'time': '2020-03-27T12:00'}","{'tileId': 43373131, 'score': 72, 'time': '2020-03-27T12:00'}","{'tileId': 43382445, 'score': 52, 'time': '2020-03-27T12:00'}"
"{'tileId': 43345193, 'score': 204, 'time': '2020-03-27T13:00'}","{'tileId': 43354504, 'score': 132, 'time': '2020-03-27T13:00'}","{'tileId': 43354505, 'score': 192, 'time': '2020-03-27T13:00'}","{'tileId': 43363816, 'score': 118, 'time': '2020-03-27T13:00'}","{'tileId': 43363817, 'score': 94, 'time': '2020-03-27T13:00'}","{'tileId': 43363818, 'score': 142, 'time': '2020-03-27T13:00'}","{'tileId': 43373130, 'score': 64, 'time': '2020-03-27T13:00'}","{'tileId': 43373131, 'score': 71, 'time': '2020-03-27T13:00'}","{'tileId': 43382445, 'score': 49, 'time': '2020-03-27T13:00'}"
"{'tileId': 43345193, 'score': 195, 'time': '2020-03-27T14:00'}","{'tileId': 43354504, 'score': 129, 'time': '2020-03-27T14:00'}","{'tileId': 43354505, 'score': 187, 'time': '2020-03-27T14:00'}","{'tileId': 43363816, 'score': 116, 'time': '2020-03-27T14:00'}","{'tileId': 43363817, 'score': 93, 'time': '2020-03-27T14:00'}","{'tileId': 43363818, 'score': 138, 'time': '2020-03-27T14:00'}","{'tileId': 43373130, 'score': 65, 'time': '2020-03-27T14:00'}","{'tileId': 43373131, 'score': 70, 'time': '2020-03-27T14:00'}","{'tileId': 43382445, 'score': 49, 'time': '2020-03-27T14:00'}"
"{'tileId': 43345193, 'score': 193, 'time': '2020-03-27T15:00'}","{'tileId': 43354504, 'score': 127, 'time': '2020-03-27T15:00'}","{'tileId': 43354505, 'score': 183, 'time': '2020-03-27T15:00'}","{'tileId': 43363816, 'score': 112, 'time': '2020-03-27T15:00'}","{'tileId': 43363817, 'score': 92, 'time': '2020-03-27T15:00'}","{'tileId': 43363818, 'score': 134, 'time': '2020-03-27T15:00'}","{'tileId': 43373130, 'score': 61, 'time': '2020-03-27T15:00'}","{'tileId': 43373131, 'score': 67, 'time': '2020-03-27T15:00'}","{'tileId': 43382445, 'score': 47, 'time': '2020-03-27T15:00'}"
"{'tileId': 43345193, 'score': 194, 'time': '2020-03-27T16:00'}","{'tileId': 43354504, 'score': 128, 'time': '2020-03-27T16:00'}","{'tileId': 43354505, 'score': 180, 'time': '2020-03-27T16:00'}","{'tileId': 43363816, 'score': 113, 'time': '2020-03-27T16:00'}","{'tileId': 43363817, 'score': 92, 'time': '2020-03-27T16:00'}","{'tileId': 43363818, 'score': 129, 'time': '2020-03-27T16:00'}","{'tileId': 43373130, 'score': 60, 'time': '2020-03-27T16:00'}","{'tileId': 43373131, 'score': 65, 'time': '2020-03-27T16:00'}","{'tileId': 43382445, 'score': 45, 'time': '2020-03-27T16:00'}"
"{'tileId': 43345193, 'score': 194, 'time': '2020-03-27T17:00'}","{'tileId': 43354504, 'score': 126, 'time': '2020-03-27T17:00'}","{'tileId': 43354505, 'score': 179, 'time': '2020-03-27T17:00'}","{'tileId': 43363816, 'score': 109, 'time': '2020-03-27T17:00'}","{'tileId': 43363817, 'score': 88, 'time': '2020-03-27T17:00'}","{'tileId': 43363818, 'score': 127, 'time': '2020-03-27T17:00'}","{'tileId': 43373130, 'score': 57, 'time': '2020-03-27T17:00'}","{'tileId': 43373131, 'score': 63, 'time': '2020-03-27T17:00'}","{'tileId': 43382445, 'score': 43, 'time': '2020-03-27T17:00'}"
"{'tileId': 43345193, 'score': 191, 'time': '2020-03-27T18:00'}","{'tileId': 43354504, 'score': 124, 'time': '2020-03-27T18:00'}","{'tileId': 43354505, 'score': 181, 'time': '2020-03-27T18:00'}","{'tileId': 43363816, 'score': 107, 'time': '2020-03-27T18:00'}","{'tileId': 43363817, 'score': 87, 'time': '2020-03-27T18:00'}","{'tileId': 43363818, 'score': 127, 'time': '2020-03-27T18:00'}","{'tileId': 43373130, 'score': 56, 'time': '2020-03-27T18:00'}","{'tileId': 43373131, 'score': 64, 'time': '2020-03-27T18:00'}","{'tileId': 43382445, 'score': 43, 'time': '2020-03-27T18:00'}"
"{'tileId': 43345193, 'score': 199, 'time': '2020-03-27T19:00'}","{'tileId': 43354504, 'score': 129, 'time': '2020-03-27T19:00'}","{'tileId': 43354505, 'score': 187, 'time': '2020-03-27T19:00'}","{'tileId': 43363816, 'score': 101, 'time': '2020-03-27T19:00'}","{'tileId': 43363817, 'score': 86, 'time': '2020-03-27T19:00'}","{'tileId': 43363818, 'score': 127, 'time': '2020-03-27T19:00'}","{'tileId': 43373130, 'score': 52, 'time': '2020-03-27T19:00'}","{'tileId': 43373131, 'score': 61, 'time': '2020-03-27T19:00'}","{'tileId': 43382445, 'score': 40, 'time': '2020-03-27T19:00'}"
"{'tileId': 43345193, 'score': 202, 'time': '2020-03-27T20:00'}","{'tileId': 43354504, 'score': 132, 'time': '2020-03-27T20:00'}","{'tileId': 43354505, 'score': 189, 'time': '2020-03-27T20:00'}","{'tileId': 43363816, 'score': 93, 'time': '2020-03-27T20:00'}","{'tileId': 43363817, 'score': 84, 'time': '2020-03-27T20:00'}","{'tileId': 43363818, 'score': 126, 'time': '2020-03-27T20:00'}","{'tileId': 43373130, 'score': 47, 'time': '2020-03-27T20:00'}","{'tileId': 43373131, 'score': 60, 'time': '2020-03-27T20:00'}","{'tileId': 43382445, 'score': 38, 'time': '2020-03-27T20:00'}"
"{'tileId': 43345193, 'score': 201, 'time': '2020-03-27T21:00'}","{'tileId': 43354504, 'score': 131, 'time': '2020-03-27T21:00'}","{'tileId': 43354505, 'score': 191, 'time': '2020-03-27T21:00'}","{'tileId': 43363816, 'score': 89, 'time': '2020-03-27T21:00'}","{'tileId': 43363817, 'score': 83, 'time': '2020-03-27T21:00'}","{'tileId': 43363818, 'score': 127, 'time': '2020-03-27T21:00'}","{'tileId': 43373130, 'score': 46, 'time': '2020-03-27T21:00'}","{'tileId': 43373131, 'score': 60, 'time': '2020-03-27T21:00'}","{'tileId': 43382445, 'score': 37, 'time': '2020-03-27T21:00'}"
"{'tileId': 43345193, 'score': 192, 'time': '2020-03-27T22:00'}","{'tileId': 43354504, 'score': 125, 'time': '2020-03-27T22:00'}","{'tileId': 43354505, 'score': 184, 'time': '2020-03-27T22:00'}","{'tileId': 43363816, 'score': 85, 'time': '2020-03-27T22:00'}","{'tileId': 43363817, 'score': 78, 'time': '2020-03-27T22:00'}","{'tileId': 43363818, 'score': 121, 'time': '2020-03-27T22:00'}","{'tileId': 43373130, 'score': 43, 'time': '2020-03-27T22:00'}","{'tileId': 43373131, 'score': 54, 'time': '2020-03-27T22:00'}","{'tileId': 43382445, 'score': 34, 'time': '2020-03-27T22:00'}"
"{'tileId': 43345193, 'score': 137, 'time': '2020-03-28T00:00'}","{'tileId': 43354504, 'score': 87, 'time': '2020-03-28T00:00'}","{'tileId': 43354505, 'score': 128, 'time': '2020-03-28T00:00'}","{'tileId': 43363816, 'score': 61, 'time': '2020-03-28T00:00'}","{'tileId': 43363817, 'score': 51, 'time': '2020-03-28T00:00'}","{'tileId': 43363818, 'score': 88, 'time': '2020-03-28T00:00'}","{'tileId': 43373130, 'score': 27, 'time': '2020-03-28T00:00'}","{'tileId': 43373131, 'score': 35, 'time': '2020-03-28T00:00'}","{'tileId': 43382445, 'score': 22, 'time': '2020-03-28T00:00'}"
"{'tileId': 43345193, 'score': 178, 'time': '2020-03-28T01:00'}","{'tileId': 43354504, 'score': 114, 'time': '2020-03-28T01:00'}","{'tileId': 43354505, 'score': 166, 'time': '2020-03-28T01:00'}","{'tileId': 43363816, 'score': 78, 'time': '2020-03-28T01:00'}","{'tileId': 43363817, 'score': 68, 'time': '2020-03-28T01:00'}","{'tileId': 43363818, 'score': 112, 'time': '2020-03-28T01:00'}","{'tileId': 43373130, 'score': 36, 'time': '2020-03-28T01:00'}","{'tileId': 43373131, 'score': 47, 'time': '2020-03-28T01:00'}","{'tileId': 43382445, 'score': 31, 'time': '2020-03-28T01:00'}"
"{'tileId': 43345193, 'score': 181, 'time': '2020-03-28T02:00'}","{'tileId': 43354504, 'score': 116, 'time': '2020-03-28T02:00'}","{'tileId': 43354505, 'score': 170, 'time': '2020-03-28T02:00'}","{'tileId': 43363816, 'score': 80, 'time': '2020-03-28T02:00'}","{'tileId': 43363817, 'score': 70, 'time': '2020-03-28T02:00'}","{'tileId': 43363818, 'score': 115, 'time': '2020-03-28T02:00'}","{'tileId': 43373130, 'score': 38, 'time': '2020-03-28T02:00'}","{'tileId': 43373131, 'score': 48, 'time': '2020-03-28T02:00'}","{'tileId': 43382445, 'score': 32, 'time': '2020-03-28T02:00'}"
"{'tileId': 43345193, 'score': 182, 'time': '2020-03-28T03:00'}","{'tileId': 43354504, 'score': 116, 'time': '2020-03-28T03:00'}","{'tileId': 43354505, 'score': 170, 'time': '2020-03-28T03:00'}","{'tileId': 43363816, 'score': 80, 'time': '2020-03-28T03:00'}","{'tileId': 43363817, 'score': 70, 'time': '2020-03-28T03:00'}","{'tileId': 43363818, 'score': 115, 'time': '2020-03-28T03:00'}","{'tileId': 43373130, 'score': 38, 'time': '2020-03-28T03:00'}","{'tileId': 43373131, 'score': 49, 'time': '2020-03-28T03:00'}","{'tileId': 43382445, 'score': 33, 'time': '2020-03-28T03:00'}"
"{'tileId': 43345193, 'score': 183, 'time': '2020-03-28T04:00'}","{'tileId': 43354504, 'score': 117, 'time': '2020-03-28T04:00'}","{'tileId': 43354505, 'score': 170, 'time': '2020-03-28T04:00'}","{'tileId': 43363816, 'score': 80, 'time': '2020-03-28T04:00'}","{'tileId': 43363817, 'score': 70, 'time': '2020-03-28T04:00'}","{'tileId': 43363818, 'score': 116, 'time': '2020-03-28T04:00'}","{'tileId': 43373130, 'score': 38, 'time': '2020-03-28T04:00'}","{'tileId': 43373131, 'score': 48, 'time': '2020-03-28T04:00'}","{'tileId': 43382445, 'score': 32, 'time': '2020-03-28T04:00'}"
"{'tileId': 43345193, 'score': 183, 'time': '2020-03-28T05:00'}","{'tileId': 43354504, 'score': 117, 'time': '2020-03-28T05:00'}","{'tileId': 43354505, 'score': 171, 'time': '2020-03-28T05:00'}","{'tileId': 43363816, 'score': 81, 'time': '2020-03-28T05:00'}","{'tileId': 43363817, 'score': 72, 'time': '2020-03-28T05:00'}","{'tileId': 43363818, 'score': 117, 'time': '2020-03-28T05:00'}","{'tileId': 43373130, 'score': 39, 'time': '2020-03-28T05:00'}","{'tileId': 43373131, 'score': 52, 'time': '2020-03-28T05:00'}","{'tileId': 43382445, 'score': 34, 'time': '2020-03-28T05:00'}"
"{'tileId': 43345193, 'score': 184, 'time': '2020-03-28T06:00'}","{'tileId': 43354504, 'score': 118, 'time': '2020-03-28T06:00'}","{'tileId': 43354505, 'score': 172, 'time': '2020-03-28T06:00'}","{'tileId': 43363816, 'score': 85, 'time': '2020-03-28T06:00'}","{'tileId': 43363817, 'score': 74, 'time': '2020-03-28T06:00'}","{'tileId': 43363818, 'score': 118, 'time': '2020-03-28T06:00'}","{'tileId': 43373130, 'score': 42, 'time': '2020-03-28T06:00'}","{'tileId': 43373131, 'score': 54, 'time': '2020-03-28T06:00'}","{'tileId': 43382445, 'score': 38, 'time': '2020-03-28T06:00'}"
"{'tileId': 43345193, 'score': 188, 'time': '2020-03-28T07:00'}","{'tileId': 43354504, 'score': 122, 'time': '2020-03-28T07:00'}","{'tileId': 43354505, 'score': 173, 'time': '2020-03-28T07:00'}","{'tileId': 43363816, 'score': 93, 'time': '2020-03-28T07:00'}","{'tileId': 43363817, 'score': 77, 'time': '2020-03-28T07:00'}","{'tileId': 43363818, 'score': 120, 'time': '2020-03-28T07:00'}","{'tileId': 43373130, 'score': 46, 'time': '2020-03-28T07:00'}","{'tileId': 43373131, 'score': 56, 'time': '2020-03-28T07:00'}","{'tileId': 43382445, 'score': 41, 'time': '2020-03-28T07:00'}"
"{'tileId': 43345193, 'score': 189, 'time': '2020-03-28T08:00'}","{'tileId': 43354504, 'score': 124, 'time': '2020-03-28T08:00'}","{'tileId': 43354505, 'score': 175, 'time': '2020-03-28T08:00'}","{'tileId': 43363816, 'score': 100, 'time': '2020-03-28T08:00'}","{'tileId': 43363817, 'score': 80, 'time': '2020-03-28T08:00'}","{'tileId': 43363818, 'score': 123, 'time': '2020-03-28T08:00'}","{'tileId': 43373130, 'score': 50, 'time': '2020-03-28T08:00'}","{'tileId': 43373131, 'score': 57, 'time': '2020-03-28T08:00'}","{'tileId': 43382445, 'score': 41, 'time': '2020-03-28T08:00'}"
"{'tileId': 43345193, 'score': 190, 'time': '2020-03-28T09:00'}","{'tileId': 43354504, 'score': 125, 'time': '2020-03-28T09:00'}","{'tileId': 43354505, 'score': 176, 'time': '2020-03-28T09:00'}","{'tileId': 43363816, 'score': 105, 'time': '2020-03-28T09:00'}","{'tileId': 43363817, 'score': 82, 'time': '2020-03-28T09:00'}","{'tileId': 43363818, 'score': 127, 'time': '2020-03-28T09:00'}","{'tileId': 43373130, 'score': 53, 'time': '2020-03-28T09:00'}","{'tileId': 43373131, 'score': 59, 'time': '2020-03-28T09:00'}","{'tileId': 43382445, 'score': 44, 'time': '2020-03-28T09:00'}"
"{'tileId': 43345193, 'score': 197, 'time': '2020-03-28T10:00'}","{'tileId': 43354504, 'score': 127, 'time': '2020-03-28T10:00'}","{'tileId': 43354505, 'score': 179, 'time': '2020-03-28T10:00'}","{'tileId': 43363816, 'score': 107, 'time': '2020-03-28T10:00'}","{'tileId': 43363817, 'score': 82, 'time': '2020-03-28T10:00'}","{'tileId': 43363818, 'score': 129, 'time': '2020-03-28T10:00'}","{'tileId': 43373130, 'score': 52, 'time': '2020-03-28T10:00'}","{'tileId': 43373131, 'score': 58, 'time': '2020-03-28T10:00'}","{'tileId': 43382445, 'score': 43, 'time': '2020-03-28T10:00'}"
"{'tileId': 43345193, 'score': 195, 'time': '2020-03-28T11:00'}","{'tileId': 43354504, 'score': 125, 'time': '2020-03-28T11:00'}","{'tileId': 43354505, 'score': 172, 'time': '2020-03-28T11:00'}","{'tileId': 43363816, 'score': 106, 'time': '2020-03-28T11:00'}","{'tileId': 43363817, 'score': 81, 'time': '2020-03-28T11:00'}","{'tileId': 43363818, 'score': 123, 'time': '2020-03-28T11:00'}","{'tileId': 43373130, 'score': 52, 'time': '2020-03-28T11:00'}","{'tileId': 43373131, 'score': 56, 'time': '2020-03-28T11:00'}","{'tileId': 43382445, 'score': 42, 'time': '2020-03-28T11:00'}"
"{'tileId': 43345193, 'score': 193, 'time': '2020-03-28T12:00'}","{'tileId': 43354504, 'score': 124, 'time': '2020-03-28T12:00'}","{'tileId': 43354505, 'score': 172, 'time': '2020-03-28T12:00'}","{'tileId': 43363816, 'score': 106, 'time': '2020-03-28T12:00'}","{'tileId': 43363817, 'score': 82, 'time': '2020-03-28T12:00'}","{'tileId': 43363818, 'score': 127, 'time': '2020-03-28T12:00'}","{'tileId': 43373130, 'score': 54, 'time': '2020-03-28T12:00'}","{'tileId': 43373131, 'score': 59, 'time': '2020-03-28T12:00'}","{'tileId': 43382445, 'score': 46, 'time': '2020-03-28T12:00'}"
