0,1,2,3,4,5,6,7,8
"{'tileId': 43345193, 'score': 182, 'time': '2019-03-28T06:00'}","{'tileId': 43354504, 'score': 132, 'time': '2019-03-28T06:00'}","{'tileId': 43354505, 'score': 161, 'time': '2019-03-28T06:00'}","{'tileId': 43363816, 'score': 99, 'time': '2019-03-28T06:00'}","{'tileId': 43363817, 'score': 89, 'time': '2019-03-28T06:00'}","{'tileId': 43363818, 'score': 105, 'time': '2019-03-28T06:00'}","{'tileId': 43373130, 'score': 56, 'time': '2019-03-28T06:00'}","{'tileId': 43373131, 'score': 60, 'time': '2019-03-28T06:00'}","{'tileId': 43382445, 'score': 46, 'time': '2019-03-28T06:00'}"
"{'tileId': 43345193, 'score': 182, 'time': '2019-03-28T07:00'}","{'tileId': 43354504, 'score': 148, 'time': '2019-03-28T07:00'}","{'tileId': 43354505, 'score': 168, 'time': '2019-03-28T07:00'}","{'tileId': 43363816, 'score': 137, 'time': '2019-03-28T07:00'}","{'tileId': 43363817, 'score': 107, 'time': '2019-03-28T07:00'}","{'tileId': 43363818, 'score': 115, 'time': '2019-03-28T07:00'}","{'tileId': 43373130, 'score': 78, 'time': '2019-03-28T07:00'}","{'tileId': 43373131, 'score': 71, 'time': '2019-03-28T07:00'}","{'tileId': 43382445, 'score': 58, 'time': '2019-03-28T07:00'}"
"{'tileId': 43345193, 'score': 179, 'time': '2019-03-28T08:00'}","{'tileId': 43354504, 'score': 163, 'time': '2019-03-28T08:00'}","{'tileId': 43354505, 'score': 169, 'time': '2019-03-28T08:00'}","{'tileId': 43363816, 'score': 192, 'time': '2019-03-28T08:00'}","{'tileId': 43363817, 'score': 126, 'time': '2019-03-28T08:00'}","{'tileId': 43363818, 'score': 125, 'time': '2019-03-28T08:00'}","{'tileId': 43373130, 'score': 111, 'time': '2019-03-28T08:00'}","{'tileId': 43373131, 'score': 87, 'time': '2019-03-28T08:00'}","{'tileId': 43382445, 'score': 79, 'time': '2019-03-28T08:00'}"
"{'tileId': 43345193, 'score': 189, 'time': '2019-03-28T09:00'}","{'tileId': 43354504, 'score': 172, 'time': '2019-03-28T09:00'}","{'tileId': 43354505, 'score': 179, 'time': '2019-03-28T09:00'}","{'tileId': 43363816, 'score': 214, 'time': '2019-03-28T09:00'}","{'tileId': 43363817, 'score': 134, 'time': '2019-03-28T09:00'}","{'tileId': 43363818, 'score': 142, 'time': '2019-03-28T09:00'}","{'tileId': 43373130, 'score': 124, 'time': '2019-03-28T09:00'}","{'tileId': 43373131, 'score': 95, 'time': '2019-03-28T09:00'}","{'tileId': 43382445, 'score': 84, 'time': '2019-03-28T09:00'}"
"{'tileId': 43345193, 'score': 194, 'time': '2019-03-28T10:00'}","{'tileId': 43354504, 'score': 179, 'time': '2019-03-28T10:00'}","{'tileId': 43354505, 'score': 182, 'time': '2019-03-28T10:00'}","{'tileId': 43363816, 'score': 224, 'time': '2019-03-28T10:00'}","{'tileId': 43363817, 'score': 142, 'time': '2019-03-28T10:00'}","{'tileId': 43363818, 'score': 145, 'time': '2019-03-28T10:00'}","{'tileId': 43373130, 'score': 130, 'time': '2019-03-28T10:00'}","{'tileId': 43373131, 'score': 99, 'time': '2019-03-28T10:00'}","{'tileId': 43382445, 'score': 86, 'time': '2019-03-28T10:00'}"
"{'tileId': 43345193, 'score': 196, 'time': '2019-03-28T11:00'}","{'tileId': 43354504, 'score': 177, 'time': '2019-03-28T11:00'}","{'tileId': 43354505, 'score': 178, 'time': '2019-03-28T11:00'}","{'tileId': 43363816, 'score': 221, 'time': '2019-03-28T11:00'}","{'tileId': 43363817, 'score': 142, 'time': '2019-03-28T11:00'}","{'tileId': 43363818, 'score': 143, 'time': '2019-03-28T11:00'}","{'tileId': 43373130, 'score': 130, 'time': '2019-03-28T11:00'}","{'tileId': 43373131, 'score': 102, 'time': '2019-03-28T11:00'}","{'tileId': 43382445, 'score': 88, 'time': '2019-03-28T11:00'}"
"{'tileId': 43345193, 'score': 200, 'time': '2019-03-28T12:00'}","{'tileId': 43354504, 'score': 178, 'time': '2019-03-28T12:00'}","{'tileId': 43354505, 'score': 180, 'time': '2019-03-28T12:00'}","{'tileId': 43363816, 'score': 215, 'time': '2019-03-28T12:00'}","{'tileId': 43363817, 'score': 135, 'time': '2019-03-28T12:00'}","{'tileId': 43363818, 'score': 147, 'time': '2019-03-28T12:00'}","{'tileId': 43373130, 'score': 128, 'time': '2019-03-28T12:00'}","{'tileId': 43373131, 'score': 100, 'time': '2019-03-28T12:00'}","{'tileId': 43382445, 'score': 88, 'time': '2019-03-28T12:00'}"
"{'tileId': 43345193, 'score': 203, 'time': '2019-03-28T13:00'}","{'tileId': 43354504, 'score': 183, 'time': '2019-03-28T13:00'}","{'tileId': 43354505, 'score': 190, 'time': '2019-03-28T13:00'}","{'tileId': 43363816, 'score': 223, 'time': '2019-03-28T13:00'}","{'tileId': 43363817, 'score': 144, 'time': '2019-03-28T13:00'}","{'tileId': 43363818, 'score': 151, 'time': '2019-03-28T13:00'}","{'tileId': 43373130, 'score': 132, 'time': '2019-03-28T13:00'}","{'tileId': 43373131, 'score': 105, 'time': '2019-03-28T13:00'}","{'tileId': 43382445, 'score': 93, 'time': '2019-03-28T13:00'}"
"{'tileId': 43345193, 'score': 189, 'time': '2019-03-28T14:00'}","{'tileId': 43354504, 'score': 169, 'time': '2019-03-28T14:00'}","{'tileId': 43354505, 'score': 181, 'time': '2019-03-28T14:00'}","{'tileId': 43363816, 'score': 219, 'time': '2019-03-28T14:00'}","{'tileId': 43363817, 'score': 139, 'time': '2019-03-28T14:00'}","{'tileId': 43363818, 'score': 144, 'time': '2019-03-28T14:00'}","{'tileId': 43373130, 'score': 130, 'time': '2019-03-28T14:00'}","{'tileId': 43373131, 'score': 101, 'time': '2019-03-28T14:00'}","{'tileId': 43382445, 'score': 89, 'time': '2019-03-28T14:00'}"
"{'tileId': 43345193, 'score': 186, 'time': '2019-03-28T15:00'}","{'tileId': 43354504, 'score': 166, 'time': '2019-03-28T15:00'}","{'tileId': 43354505, 'score': 174, 'time': '2019-03-28T15:00'}","{'tileId': 43363816, 'score': 213, 'time': '2019-03-28T15:00'}","{'tileId': 43363817, 'score': 132, 'time': '2019-03-28T15:00'}","{'tileId': 43363818, 'score': 138, 'time': '2019-03-28T15:00'}","{'tileId': 43373130, 'score': 124, 'time': '2019-03-28T15:00'}","{'tileId': 43373131, 'score': 96, 'time': '2019-03-28T15:00'}","{'tileId': 43382445, 'score': 87, 'time': '2019-03-28T15:00'}"
"{'tileId': 43345193, 'score': 188, 'time': '2019-03-28T16:00'}","{'tileId': 43354504, 'score': 165, 'time': '2019-03-28T16:00'}","{'tileId': 43354505, 'score': 175, 'time': '2019-03-28T16:00'}","{'tileId': 43363816, 'score': 198, 'time': '2019-03-28T16:00'}","{'tileId': 43363817, 'score': 130, 'time': '2019-03-28T16:00'}","{'tileId': 43363818, 'score': 139, 'time': '2019-03-28T16:00'}","{'tileId': 43373130, 'score': 117, 'time': '2019-03-28T16:00'}","{'tileId': 43373131, 'score': 96, 'time': '2019-03-28T16:00'}","{'tileId': 43382445, 'score': 83, 'time': '2019-03-28T16:00'}"
"{'tileId': 43345193, 'score': 174, 'time': '2019-03-28T17:00'}","{'tileId': 43354504, 'score': 147, 'time': '2019-03-28T17:00'}","{'tileId': 43354505, 'score': 157, 'time': '2019-03-28T17:00'}","{'tileId': 43363816, 'score': 157, 'time': '2019-03-28T17:00'}","{'tileId': 43363817, 'score': 109, 'time': '2019-03-28T17:00'}","{'tileId': 43363818, 'score': 121, 'time': '2019-03-28T17:00'}","{'tileId': 43373130, 'score': 89, 'time': '2019-03-28T17:00'}","{'tileId': 43373131, 'score': 78, 'time': '2019-03-28T17:00'}","{'tileId': 43382445, 'score': 63, 'time': '2019-03-28T17:00'}"
"{'tileId': 43345193, 'score': 170, 'time': '2019-03-28T18:00'}","{'tileId': 43354504, 'score': 141, 'time': '2019-03-28T18:00'}","{'tileId': 43354505, 'score': 148, 'time': '2019-03-28T18:00'}","{'tileId': 43363816, 'score': 124, 'time': '2019-03-28T18:00'}","{'tileId': 43363817, 'score': 98, 'time': '2019-03-28T18:00'}","{'tileId': 43363818, 'score': 109, 'time': '2019-03-28T18:00'}","{'tileId': 43373130, 'score': 70, 'time': '2019-03-28T18:00'}","{'tileId': 43373131, 'score': 67, 'time': '2019-03-28T18:00'}","{'tileId': 43382445, 'score': 51, 'time': '2019-03-28T18:00'}"
"{'tileId': 43345193, 'score': 185, 'time': '2019-03-28T19:00'}","{'tileId': 43354504, 'score': 148, 'time': '2019-03-28T19:00'}","{'tileId': 43354505, 'score': 159, 'time': '2019-03-28T19:00'}","{'tileId': 43363816, 'score': 118, 'time': '2019-03-28T19:00'}","{'tileId': 43363817, 'score': 100, 'time': '2019-03-28T19:00'}","{'tileId': 43363818, 'score': 116, 'time': '2019-03-28T19:00'}","{'tileId': 43373130, 'score': 67, 'time': '2019-03-28T19:00'}","{'tileId': 43373131, 'score': 70, 'time': '2019-03-28T19:00'}","{'tileId': 43382445, 'score': 50, 'time': '2019-03-28T19:00'}"
"{'tileId': 43345193, 'score': 192, 'time': '2019-03-28T20:00'}","{'tileId': 43354504, 'score': 147, 'time': '2019-03-28T20:00'}","{'tileId': 43354505, 'score': 169, 'time': '2019-03-28T20:00'}","{'tileId': 43363816, 'score': 113, 'time': '2019-03-28T20:00'}","{'tileId': 43363817, 'score': 99, 'time': '2019-03-28T20:00'}","{'tileId': 43363818, 'score': 120, 'time': '2019-03-28T20:00'}","{'tileId': 43373130, 'score': 64, 'time': '2019-03-28T20:00'}","{'tileId': 43373131, 'score': 68, 'time': '2019-03-28T20:00'}","{'tileId': 43382445, 'score': 48, 'time': '2019-03-28T20:00'}"
"{'tileId': 43345193, 'score': 182, 'time': '2019-03-28T21:00'}","{'tileId': 43354504, 'score': 139, 'time': '2019-03-28T21:00'}","{'tileId': 43354505, 'score': 160, 'time': '2019-03-28T21:00'}","{'tileId': 43363816, 'score': 106, 'time': '2019-03-28T21:00'}","{'tileId': 43363817, 'score': 91, 'time': '2019-03-28T21:00'}","{'tileId': 43363818, 'score': 110, 'time': '2019-03-28T21:00'}","{'tileId': 43373130, 'score': 60, 'time': '2019-03-28T21:00'}","{'tileId': 43373131, 'score': 61, 'time': '2019-03-28T21:00'}","{'tileId': 43382445, 'score': 44, 'time': '2019-03-28T21:00'}"
"{'tileId': 43345193, 'score': 169, 'time': '2019-03-28T22:00'}","{'tileId': 43354504, 'score': 126, 'time': '2019-03-28T22:00'}","{'tileId': 43354505, 'score': 147, 'time': '2019-03-28T22:00'}","{'tileId': 43363816, 'score': 92, 'time': '2019-03-28T22:00'}","{'tileId': 43363817, 'score': 83, 'time': '2019-03-28T22:00'}","{'tileId': 43363818, 'score': 99, 'time': '2019-03-28T22:00'}","{'tileId': 43373130, 'score': 54, 'time': '2019-03-28T22:00'}","{'tileId': 43373131, 'score': 56, 'time': '2019-03-28T22:00'}","{'tileId': 43382445, 'score': 39, 'time': '2019-03-28T22:00'}"
"{'tileId': 43345193, 'score': 118, 'time': '2019-03-29T00:00'}","{'tileId': 43354504, 'score': 82, 'time': '2019-03-29T00:00'}","{'tileId': 43354505, 'score': 108, 'time': '2019-03-29T00:00'}","{'tileId': 43363816, 'score': 61, 'time': '2019-03-29T00:00'}","{'tileId': 43363817, 'score': 56, 'time': '2019-03-29T00:00'}","{'tileId': 43363818, 'score': 75, 'time': '2019-03-29T00:00'}","{'tileId': 43373130, 'score': 32, 'time': '2019-03-29T00:00'}","{'tileId': 43373131, 'score': 40, 'time': '2019-03-29T00:00'}","{'tileId': 43382445, 'score': 25, 'time': '2019-03-29T00:00'}"
"{'tileId': 43345193, 'score': 156, 'time': '2019-03-29T01:00'}","{'tileId': 43354504, 'score': 107, 'time': '2019-03-29T01:00'}","{'tileId': 43354505, 'score': 143, 'time': '2019-03-29T01:00'}","{'tileId': 43363816, 'score': 78, 'time': '2019-03-29T01:00'}","{'tileId': 43363817, 'score': 75, 'time': '2019-03-29T01:00'}","{'tileId': 43363818, 'score': 98, 'time': '2019-03-29T01:00'}","{'tileId': 43373130, 'score': 43, 'time': '2019-03-29T01:00'}","{'tileId': 43373131, 'score': 52, 'time': '2019-03-29T01:00'}","{'tileId': 43382445, 'score': 33, 'time': '2019-03-29T01:00'}"
"{'tileId': 43345193, 'score': 161, 'time': '2019-03-29T02:00'}","{'tileId': 43354504, 'score': 111, 'time': '2019-03-29T02:00'}","{'tileId': 43354505, 'score': 147, 'time': '2019-03-29T02:00'}","{'tileId': 43363816, 'score': 82, 'time': '2019-03-29T02:00'}","{'tileId': 43363817, 'score': 78, 'time': '2019-03-29T02:00'}","{'tileId': 43363818, 'score': 102, 'time': '2019-03-29T02:00'}","{'tileId': 43373130, 'score': 44, 'time': '2019-03-29T02:00'}","{'tileId': 43373131, 'score': 54, 'time': '2019-03-29T02:00'}","{'tileId': 43382445, 'score': 34, 'time': '2019-03-29T02:00'}"
"{'tileId': 43345193, 'score': 163, 'time': '2019-03-29T03:00'}","{'tileId': 43354504, 'score': 112, 'time': '2019-03-29T03:00'}","{'tileId': 43354505, 'score': 149, 'time': '2019-03-29T03:00'}","{'tileId': 43363816, 'score': 82, 'time': '2019-03-29T03:00'}","{'tileId': 43363817, 'score': 80, 'time': '2019-03-29T03:00'}","{'tileId': 43363818, 'score': 104, 'time': '2019-03-29T03:00'}","{'tileId': 43373130, 'score': 45, 'time': '2019-03-29T03:00'}","{'tileId': 43373131, 'score': 56, 'time': '2019-03-29T03:00'}","{'tileId': 43382445, 'score': 36, 'time': '2019-03-29T03:00'}"
"{'tileId': 43345193, 'score': 164, 'time': '2019-03-29T04:00'}","{'tileId': 43354504, 'score': 112, 'time': '2019-03-29T04:00'}","{'tileId': 43354505, 'score': 151, 'time': '2019-03-29T04:00'}","{'tileId': 43363816, 'score': 82, 'time': '2019-03-29T04:00'}","{'tileId': 43363817, 'score': 80, 'time': '2019-03-29T04:00'}","{'tileId': 43363818, 'score': 105, 'time': '2019-03-29T04:00'}","{'tileId': 43373130, 'score': 45, 'time': '2019-03-29T04:00'}","{'tileId': 43373131, 'score': 57, 'time': '2019-03-29T04:00'}","{'tileId': 43382445, 'score': 36, 'time': '2019-03-29T04:00'}"
"{'tileId': 43345193, 'score': 164, 'time': '2019-03-29T05:00'}","{'tileId': 43354504, 'score': 114, 'time': '2019-03-29T05:00'}","{'tileId': 43354505, 'score': 149, 'time': '2019-03-29T05:00'}","{'tileId': 43363816, 'score': 85, 'time': '2019-03-29T05:00'}","{'tileId': 43363817, 'score': 79, 'time': '2019-03-29T05:00'}","{'tileId': 43363818, 'score': 103, 'time': '2019-03-29T05:00'}","{'tileId': 43373130, 'score': 45, 'time': '2019-03-29T05:00'}","{'tileId': 43373131, 'score': 55, 'time': '2019-03-29T05:00'}","{'tileId': 43382445, 'score': 35, 'time': '2019-03-29T05:00'}"
"{'tileId': 43345193, 'score': 169, 'time': '2019-03-29T06:00'}","{'tileId': 43354504, 'score': 121, 'time': '2019-03-29T06:00'}","{'tileId': 43354505, 'score': 152, 'time': '2019-03-29T06:00'}","{'tileId': 43363816, 'score': 97, 'time': '2019-03-29T06:00'}","{'tileId': 43363817, 'score': 84, 'time': '2019-03-29T06:00'}","{'tileId': 43363818, 'score': 106, 'time': '2019-03-29T06:00'}","{'tileId': 43373130, 'score': 54, 'time': '2019-03-29T06:00'}","{'tileId': 43373131, 'score': 59, 'time': '2019-03-29T06:00'}","{'tileId': 43382445, 'score': 41, 'time': '2019-03-29T06:00'}"
"{'tileId': 43345193, 'score': 171, 'time': '2019-03-29T07:00'}","{'tileId': 43354504, 'score': 135, 'time': '2019-03-29T07:00'}","{'tileId': 43354505, 'score': 157, 'time': '2019-03-29T07:00'}","{'tileId': 43363816, 'score': 131, 'time': '2019-03-29T07:00'}","{'tileId': 43363817, 'score': 99, 'time': '2019-03-29T07:00'}","{'tileId': 43363818, 'score': 115, 'time': '2019-03-29T07:00'}","{'tileId': 43373130, 'score': 77, 'time': '2019-03-29T07:00'}","{'tileId': 43373131, 'score': 71, 'time': '2019-03-29T07:00'}","{'tileId': 43382445, 'score': 54, 'time': '2019-03-29T07:00'}"
"{'tileId': 43345193, 'score': 169, 'time': '2019-03-29T08:00'}","{'tileId': 43354504, 'score': 145, 'time': '2019-03-29T08:00'}","{'tileId': 43354505, 'score': 158, 'time': '2019-03-29T08:00'}","{'tileId': 43363816, 'score': 176, 'time': '2019-03-29T08:00'}","{'tileId': 43363817, 'score': 115, 'time': '2019-03-29T08:00'}","{'tileId': 43363818, 'score': 124, 'time': '2019-03-29T08:00'}","{'tileId': 43373130, 'score': 105, 'time': '2019-03-29T08:00'}","{'tileId': 43373131, 'score': 83, 'time': '2019-03-29T08:00'}","{'tileId': 43382445, 'score': 69, 'time': '2019-03-29T08:00'}"
"{'tileId': 43345193, 'score': 179, 'time': '2019-03-29T09:00'}","{'tileId': 43354504, 'score': 158, 'time': '2019-03-29T09:00'}","{'tileId': 43354505, 'score': 170, 'time': '2019-03-29T09:00'}","{'tileId': 43363816, 'score': 195, 'time': '2019-03-29T09:00'}","{'tileId': 43363817, 'score': 126, 'time': '2019-03-29T09:00'}","{'tileId': 43363818, 'score': 141, 'time': '2019-03-29T09:00'}","{'tileId': 43373130, 'score': 119, 'time': '2019-03-29T09:00'}","{'tileId': 43373131, 'score': 96, 'time': '2019-03-29T09:00'}","{'tileId': 43382445, 'score': 79, 'time': '2019-03-29T09:00'}"
"{'tileId': 43345193, 'score': 183, 'time': '2019-03-29T10:00'}","{'tileId': 43354504, 'score': 166, 'time': '2019-03-29T10:00'}","{'tileId': 43354505, 'score': 174, 'time': '2019-03-29T10:00'}","{'tileId': 43363816, 'score': 203, 'time': '2019-03-29T10:00'}","{'tileId': 43363817, 'score': 132, 'time': '2019-03-29T10:00'}","{'tileId': 43363818, 'score': 147, 'time': '2019-03-29T10:00'}","{'tileId': 43373130, 'score': 124, 'time': '2019-03-29T10:00'}","{'tileId': 43373131, 'score': 101, 'time': '2019-03-29T10:00'}","{'tileId': 43382445, 'score': 83, 'time': '2019-03-29T10:00'}"
"{'tileId': 43345193, 'score': 186, 'time': '2019-03-29T11:00'}","{'tileId': 43354504, 'score': 167, 'time': '2019-03-29T11:00'}","{'tileId': 43354505, 'score': 170, 'time': '2019-03-29T11:00'}","{'tileId': 43363816, 'score': 201, 'time': '2019-03-29T11:00'}","{'tileId': 43363817, 'score': 131, 'time': '2019-03-29T11:00'}","{'tileId': 43363818, 'score': 141, 'time': '2019-03-29T11:00'}","{'tileId': 43373130, 'score': 122, 'time': '2019-03-29T11:00'}","{'tileId': 43373131, 'score': 99, 'time': '2019-03-29T11:00'}","{'tileId': 43382445, 'score': 82, 'time': '2019-03-29T11:00'}"
"{'tileId': 43345193, 'score': 186, 'time': '2019-03-29T12:00'}","{'tileId': 43354504, 'score': 165, 'time': '2019-03-29T12:00'}","{'tileId': 43354505, 'score': 174, 'time': '2019-03-29T12:00'}","{'tileId': 43363816, 'score': 195, 'time': '2019-03-29T12:00'}","{'tileId': 43363817, 'score': 128, 'time': '2019-03-29T12:00'}","{'tileId': 43363818, 'score': 143, 'time': '2019-03-29T12:00'}","{'tileId': 43373130, 'score': 117, 'time': '2019-03-29T12:00'}","{'tileId': 43373131, 'score': 95, 'time': '2019-03-29T12:00'}","{'tileId': 43382445, 'score': 77, 'time': '2019-03-29T12:00'}"
"{'tileId': 43345193, 'score': 181, 'time': '2019-03-29T13:00'}","{'tileId': 43354504, 'score': 158, 'time': '2019-03-29T13:00'}","{'tileId': 43354505, 'score': 170, 'time': '2019-03-29T13:00'}","{'tileId': 43363816, 'score': 188, 'time': '2019-03-29T13:00'}","{'tileId': 43363817, 'score': 124, 'time': '2019-03-29T13:00'}","{'tileId': 43363818, 'score': 139, 'time': '2019-03-29T13:00'}","{'tileId': 43373130, 'score': 113, 'time': '2019-03-29T13:00'}","{'tileId': 43373131, 'score': 94, 'time': '2019-03-29T13:00'}","{'tileId': 43382445, 'score': 78, 'time': '2019-03-29T13:00'}"
"{'tileId': 43345193, 'score': 175, 'time': '2019-03-29T14:00'}","{'tileId': 43354504, 'score': 153, 'time': '2019-03-29T14:00'}","{'tileId': 43354505, 'score': 162, 'time': '2019-03-29T14:00'}","{'tileId': 43363816, 'score': 183, 'time': '2019-03-29T14:00'}","{'tileId': 43363817, 'score': 122, 'time': '2019-03-29T14:00'}","{'tileId': 43363818, 'score': 136, 'time': '2019-03-29T14:00'}","{'tileId': 43373130, 'score': 110, 'time': '2019-03-29T14:00'}","{'tileId': 43373131, 'score': 92, 'time': '2019-03-29T14:00'}","{'tileId': 43382445, 'score': 77, 'time': '2019-03-29T14:00'}"
"{'tileId': 43345193, 'score': 171, 'time': '2019-03-29T15:00'}","{'tileId': 43354504, 'score': 148, 'time': '2019-03-29T15:00'}","{'tileId': 43354505, 'score': 156, 'time': '2019-03-29T15:00'}","{'tileId': 43363816, 'score': 177, 'time': '2019-03-29T15:00'}","{'tileId': 43363817, 'score': 116, 'time': '2019-03-29T15:00'}","{'tileId': 43363818, 'score': 125, 'time': '2019-03-29T15:00'}","{'tileId': 43373130, 'score': 105, 'time': '2019-03-29T15:00'}","{'tileId': 43373131, 'score': 85, 'time': '2019-03-29T15:00'}","{'tileId': 43382445, 'score': 71, 'time': '2019-03-29T15:00'}"
"{'tileId': 43345193, 'score': 162, 'time': '2019-03-29T16:00'}","{'tileId': 43354504, 'score': 142, 'time': '2019-03-29T16:00'}","{'tileId': 43354505, 'score': 149, 'time': '2019-03-29T16:00'}","{'tileId': 43363816, 'score': 163, 'time': '2019-03-29T16:00'}","{'tileId': 43363817, 'score': 105, 'time': '2019-03-29T16:00'}","{'tileId': 43363818, 'score': 118, 'time': '2019-03-29T16:00'}","{'tileId': 43373130, 'score': 92, 'time': '2019-03-29T16:00'}","{'tileId': 43373131, 'score': 77, 'time': '2019-03-29T16:00'}","{'tileId': 43382445, 'score': 60, 'time': '2019-03-29T16:00'}"
"{'tileId': 43345193, 'score': 167, 'time': '2019-03-29T17:00'}","{'tileId': 43354504, 'score': 143, 'time': '2019-03-29T17:00'}","{'tileId': 43354505, 'score': 150, 'time': '2019-03-29T17:00'}","{'tileId': 43363816, 'score': 145, 'time': '2019-03-29T17:00'}","{'tileId': 43363817, 'score': 100, 'time': '2019-03-29T17:00'}","{'tileId': 43363818, 'score': 111, 'time': '2019-03-29T17:00'}","{'tileId': 43373130, 'score': 81, 'time': '2019-03-29T17:00'}","{'tileId': 43373131, 'score': 70, 'time': '2019-03-29T17:00'}","{'tileId': 43382445, 'score': 55, 'time': '2019-03-29T17:00'}"
"{'tileId': 43345193, 'score': 174, 'time': '2019-03-29T18:00'}","{'tileId': 43354504, 'score': 143, 'time': '2019-03-29T18:00'}","{'tileId': 43354505, 'score': 166, 'time': '2019-03-29T18:00'}","{'tileId': 43363816, 'score': 137, 'time': '2019-03-29T18:00'}","{'tileId': 43363817, 'score': 98, 'time': '2019-03-29T18:00'}","{'tileId': 43363818, 'score': 117, 'time': '2019-03-29T18:00'}","{'tileId': 43373130, 'score': 72, 'time': '2019-03-29T18:00'}","{'tileId': 43373131, 'score': 67, 'time': '2019-03-29T18:00'}","{'tileId': 43382445, 'score': 52, 'time': '2019-03-29T18:00'}"
"{'tileId': 43345193, 'score': 192, 'time': '2019-03-29T19:00'}","{'tileId': 43354504, 'score': 150, 'time': '2019-03-29T19:00'}","{'tileId': 43354505, 'score': 182, 'time': '2019-03-29T19:00'}","{'tileId': 43363816, 'score': 128, 'time': '2019-03-29T19:00'}","{'tileId': 43363817, 'score': 97, 'time': '2019-03-29T19:00'}","{'tileId': 43363818, 'score': 126, 'time': '2019-03-29T19:00'}","{'tileId': 43373130, 'score': 66, 'time': '2019-03-29T19:00'}","{'tileId': 43373131, 'score': 65, 'time': '2019-03-29T19:00'}","{'tileId': 43382445, 'score': 49, 'time': '2019-03-29T19:00'}"
"{'tileId': 43345193, 'score': 203, 'time': '2019-03-29T20:00'}","{'tileId': 43354504, 'score': 149, 'time': '2019-03-29T20:00'}","{'tileId': 43354505, 'score': 185, 'time': '2019-03-29T20:00'}","{'tileId': 43363816, 'score': 120, 'time': '2019-03-29T20:00'}","{'tileId': 43363817, 'score': 96, 'time': '2019-03-29T20:00'}","{'tileId': 43363818, 'score': 124, 'time': '2019-03-29T20:00'}","{'tileId': 43373130, 'score': 62, 'time': '2019-03-29T20:00'}","{'tileId': 43373131, 'score': 66, 'time': '2019-03-29T20:00'}","{'tileId': 43382445, 'score': 47, 'time': '2019-03-29T20:00'}"
"{'tileId': 43345193, 'score': 200, 'time': '2019-03-29T21:00'}","{'tileId': 43354504, 'score': 145, 'time': '2019-03-29T21:00'}","{'tileId': 43354505, 'score': 186, 'time': '2019-03-29T21:00'}","{'tileId': 43363816, 'score': 118, 'time': '2019-03-29T21:00'}","{'tileId': 43363817, 'score': 95, 'time': '2019-03-29T21:00'}","{'tileId': 43363818, 'score': 123, 'time': '2019-03-29T21:00'}","{'tileId': 43373130, 'score': 60, 'time': '2019-03-29T21:00'}","{'tileId': 43373131, 'score': 66, 'time': '2019-03-29T21:00'}","{'tileId': 43382445, 'score': 46, 'time': '2019-03-29T21:00'}"
"{'tileId': 43345193, 'score': 186, 'time': '2019-03-29T22:00'}","{'tileId': 43354504, 'score': 135, 'time': '2019-03-29T22:00'}","{'tileId': 43354505, 'score': 182, 'time': '2019-03-29T22:00'}","{'tileId': 43363816, 'score': 111, 'time': '2019-03-29T22:00'}","{'tileId': 43363817, 'score': 90, 'time': '2019-03-29T22:00'}","{'tileId': 43363818, 'score': 119, 'time': '2019-03-29T22:00'}","{'tileId': 43373130, 'score': 58, 'time': '2019-03-29T22:00'}","{'tileId': 43373131, 'score': 65, 'time': '2019-03-29T22:00'}","{'tileId': 43382445, 'score': 44, 'time': '2019-03-29T22:00'}"
"{'tileId': 43345193, 'score': 127, 'time': '2020-03-23T00:00'}","{'tileId': 43354504, 'score': 81, 'time': '2020-03-23T00:00'}","{'tileId': 43354505, 'score': 129, 'time': '2020-03-23T00:00'}","{'tileId': 43363816, 'score': 57, 'time': '2020-03-23T00:00'}","{'tileId': 43363817, 'score': 51, 'time': '2020-03-23T00:00'}","{'tileId': 43363818, 'score': 91, 'time': '2020-03-23T00:00'}","{'tileId': 43373130, 'score': 28, 'time': '2020-03-23T00:00'}","{'tileId': 43373131, 'score': 39, 'time': '2020-03-23T00:00'}","{'tileId': 43382445, 'score': 25, 'time': '2020-03-23T00:00'}"
"{'tileId': 43345193, 'score': 168, 'time': '2020-03-23T01:00'}","{'tileId': 43354504, 'score': 108, 'time': '2020-03-23T01:00'}","{'tileId': 43354505, 'score': 173, 'time': '2020-03-23T01:00'}","{'tileId': 43363816, 'score': 79, 'time': '2020-03-23T01:00'}","{'tileId': 43363817, 'score': 73, 'time': '2020-03-23T01:00'}","{'tileId': 43363818, 'score': 122, 'time': '2020-03-23T01:00'}","{'tileId': 43373130, 'score': 41, 'time': '2020-03-23T01:00'}","{'tileId': 43373131, 'score': 55, 'time': '2020-03-23T01:00'}","{'tileId': 43382445, 'score': 36, 'time': '2020-03-23T01:00'}"
